-0.536520,0.785584
-0.530794,0.792095
-0.525538,0.798457
-0.520744,0.804665
-0.516406,0.810709
-0.512518,0.816583
-0.509075,0.822278
-0.506068,0.827787
-0.503493,0.833103
-0.501344,0.838216
-0.499612,0.843120
-0.498294,0.847807
-0.497381,0.852270
-0.496869,0.856500
-0.496750,0.860489
-0.497018,0.864231
-0.497668,0.867717
-0.498692,0.870940
-0.500086,0.873891
-0.501841,0.876564
-0.503953,0.878950
-0.506414,0.881042
-0.509219,0.882832
-0.512361,0.884313
-0.515834,0.885476
-0.519632,0.886314
-0.523749,0.886819
-0.528177,0.886983
-0.532912,0.886800
-0.537946,0.886260
-0.543273,0.885356
-0.548888,0.884081
-0.554784,0.882427
-0.560954,0.880387
-0.567392,0.877951
-0.574093,0.875113
-0.581049,0.871866
-0.588255,0.868200
-0.595705,0.864109
-0.615712,0.852306
-0.643262,0.835414
-0.669491,0.818585
-0.694397,0.801819
-0.717981,0.785117
-0.740243,0.768477
-0.761183,0.751900
-0.780801,0.735386
-0.799097,0.718934
-0.816071,0.702546
-0.831723,0.686221
-0.846053,0.669959
-0.859062,0.653759
-0.870748,0.637623
-0.881112,0.621549
-0.890154,0.605539
-0.897874,0.589591
-0.904272,0.573707
-0.909349,0.557885
-0.913103,0.542126
-0.915535,0.526430
-0.916645,0.510797
-0.916434,0.495227
-0.914900,0.479720
-0.912044,0.464276
-0.907866,0.448895
-0.902367,0.433577
-0.895545,0.418322
-0.887401,0.403129
-0.877936,0.388000
-0.867148,0.372933
-0.855038,0.357930
-0.841607,0.342989
-0.826853,0.328112
-0.810777,0.313297
-0.793380,0.298545
-0.774660,0.283856
-0.754619,0.269231
-0.733255,0.254668
-0.710569,0.240168
-0.686562,0.225731
-0.661232,0.211356
-0.634581,0.197045
-0.606607,0.182797
-0.577312,0.168612
-0.546694,0.154489
-0.514755,0.140430
-0.481493,0.126433
-0.446910,0.112500
-0.411004,0.098629
-0.373777,0.084822
-0.335227,0.071077
-0.295356,0.057395
-0.254162,0.043776
-0.211647,0.030220
-0.167809,0.016727
-0.122650,0.003297
-0.076169,-0.010070
-0.028365,-0.023374
-0.002051,-0.030509
0.007678,-0.033060
0.017088,-0.035452
0.026179,-0.037690
0.034949,-0.039774
0.043398,-0.041705
0.051526,-0.043487
0.059332,-0.045121
0.066815,-0.046608
0.073975,-0.047950
0.080811,-0.049150
0.087324,-0.050209
0.093511,-0.051128
0.099373,-0.051910
0.104908,-0.052557
0.110118,-0.053070
0.115000,-0.053451
0.119554,-0.053701
0.123780,-0.053824
0.127677,-0.053820
0.131244,-0.053691
0.134482,-0.053439
0.137389,-0.053067
0.139964,-0.052575
0.142208,-0.051965
0.144120,-0.051240
0.145699,-0.050401
0.146944,-0.049450
0.147855,-0.048389
0.148431,-0.047220
0.148673,-0.045944
0.148578,-0.044563
0.148147,-0.043079
0.147379,-0.041494
0.146274,-0.039810
0.144830,-0.038028
0.143048,-0.036150
0.140927,-0.034179
0.138465,-0.032115
0.135664,-0.029961
0.132521,-0.027719
0.129037,-0.025390
0.125211,-0.022976
0.121042,-0.020479
0.116529,-0.017901
0.111673,-0.015244
0.106473,-0.012509
0.100927,-0.009698
0.095036,-0.006813
0.088799,-0.003856
0.082215,-0.000828
0.075283,0.002268
0.068004,0.005431
0.060376,0.008658
0.052400,0.011949
0.044073,0.015301
0.035397,0.018713
0.026370,0.022182
0.016991,0.025707
-0.003198,0.033152
-0.045775,0.049255
-0.086895,0.065446
-0.126558,0.081726
-0.164762,0.098094
-0.201510,0.114551
-0.236799,0.131096
-0.270632,0.147730
-0.303006,0.164451
-0.333923,0.181262
-0.363383,0.198160
-0.391385,0.215147
-0.417930,0.232223
-0.443017,0.249386
-0.466646,0.266639
-0.488818,0.283979
-0.509533,0.301408
-0.528790,0.318925
-0.546589,0.336531
-0.562931,0.354225
-0.577816,0.372008
-0.591243,0.389879
-0.603212,0.407838
-0.613724,0.425886
-0.622778,0.444022
-0.630375,0.462246
-0.636514,0.480559
-0.641196,0.498960
-0.644420,0.517450
-0.646187,0.536027
-0.646496,0.554694
-0.645348,0.573449
-0.642742,0.592292
-0.638679,0.611223
-0.633158,0.630243
-0.626179,0.649351
-0.617743,0.668548
-0.607850,0.687833
-0.596499,0.707206
-0.583690,0.726668
-0.569424,0.746219
-0.553701,0.765857
-0.536520,0.785584
